equipment_internal_id,client_name,dolibarr_ref,dolibarr_label,first_observed_event_date,last_observed_event_date,observed_event_count,valid_interval_count,avg_interval_days,median_interval_days,selected_model,model_family,model_reason,estimated_life_days,estimated_life_months,estimated_life_p10_days,estimated_life_p50_days,estimated_life_p90_days,credible_interval_low_days,credible_interval_high_days,machine_weight,cohort_weight,cohort_source,n_events,n_intervals,n_censored_observations,replacement_rate_per_year,manufacturer_life_months,manufacturer_life_source,observed_vs_manufacturer_ratio,predicted_next_replacement_date,prediction_status,comparison_to_manufacturer,model_confidence_score,model_confidence_label,model_confidence_factors,statistical_notes,estimate_status,lifecycle_confidence_score,lifecycle_confidence_label,lifecycle_confidence_factors,min_interval_days,max_interval_days,stddev_interval_days,p25_interval_days,p75_interval_days,estimated_life_method,after_hours_ratio,notes
Linac-201110,CLÍNICA SANATORIO ALEMÁN (ONCORAD),4714201102,MAGNETRON MG5193,2020-07-31T13:01:00.000Z,2025-07-25T12:30:00.000Z,4,3,606.67,493.94,BAYESIAN_WEIBULL_GRID,DIRECT_HISTORY_ENOUGH,Suficiente historial propio (n=3 intervalos): se ajustó un Weibull bayesiano estable.,493.94,16.23,66.45,493.94,1571.25,66.45,1571.25,,,,4,3,0,0.74,,NO_DATA,,2026-12-01T11:03:36.000Z,DIRECT_HISTORY_ENOUGH,NO_MANUFACTURER_DATA,72,Media,3 intervalo(s) válidos (+10) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 60 meses de cobertura (+12) | coeficiente de variación 0.80 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | STABLE (+8) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),"Grid 60x120 (shape x scale), 3 intervalo(s) usados, prior centrado en 499 días (moderate).",DIRECT_HISTORY_ENOUGH,72,Media,3 intervalo(s) válidos (+10) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 60 meses de cobertura (+12) | coeficiente de variación 0.80 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | STABLE (+8) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),56,965,,,,BAYESIAN_WEIBULL_GRID,0,
Linac-151673,CLINICA ALEMANA DE SANTIAGO,1534958,Leaf motor spares kit,2020-09-05T14:00:44.379Z,2024-05-22T16:42:00.000Z,4,2,677.5,239.42857142857142,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,239.43,7.87,,239.42857142857142,,,,0.286,0.714,same_client_same_part,4,2,0,1.53,,NO_DATA,,2025-01-17T03:01:12.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,48,Baja,2 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 45 meses de cobertura (+12) | coeficiente de variación 0.14 (+10) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=2 intervalos (<10) (-10) | n=2 intervalos (<3) (-20),,LOW_N_SHRINKAGE,48,Baja,2 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 45 meses de cobertura (+12) | coeficiente de variación 0.14 (+10) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=2 intervalos (<10) (-10) | n=2 intervalos (<3) (-20),612,743,,,,EMPIRICAL_BAYES_SHRINKAGE,0.53,
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1006737_usado,SIB PCB,2020-11-06T11:30:00.000Z,2023-02-02T12:29:00.000Z,4,3,272.67,146.52,BAYESIAN_WEIBULL_GRID,DIRECT_HISTORY_ENOUGH,Suficiente historial propio (n=3 intervalos): se ajustó un Weibull bayesiano estable.,146.52,4.81,8.65,146.52,833.74,8.65,833.74,,,,4,3,0,2.49,,NO_DATA,,2023-06-29T00:57:48.000Z,DIRECT_HISTORY_ENOUGH,NO_MANUFACTURER_DATA,68,Media,3 intervalo(s) válidos (+10) | match por método débil (REF_LIKE) (+8) | asociación single (+12) | 27 meses de cobertura (+12) | coeficiente de variación 0.86 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | STABLE (+8) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),"Grid 60x120 (shape x scale), 3 intervalo(s) usados, prior centrado en 170 días (moderate).",DIRECT_HISTORY_ENOUGH,68,Media,3 intervalo(s) válidos (+10) | match por método débil (REF_LIKE) (+8) | asociación single (+12) | 27 meses de cobertura (+12) | coeficiente de variación 0.86 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | STABLE (+8) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),2,426,,,,BAYESIAN_WEIBULL_GRID,0.19,
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1515098,ION PUMP - SPARE,2021-05-21T04:00:00.000Z,2023-10-30T13:00:00.000Z,4,3,297.33,257.54,BAYESIAN_WEIBULL_GRID,DIRECT_HISTORY_ENOUGH,Suficiente historial propio (n=3 intervalos): se ajustó un Weibull bayesiano estable.,257.54,8.46,37.47,257.54,801.81,37.47,801.81,,,,4,3,0,1.42,,NO_DATA,,2024-07-14T01:57:36.000Z,DIRECT_HISTORY_ENOUGH,NO_MANUFACTURER_DATA,72,Media,3 intervalo(s) válidos (+10) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 29 meses de cobertura (+12) | coeficiente de variación 1.02 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | STABLE (+8) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),"Grid 60x120 (shape x scale), 3 intervalo(s) usados, prior centrado en 272 días (moderate).",DIRECT_HISTORY_ENOUGH,72,Media,3 intervalo(s) válidos (+10) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 29 meses de cobertura (+12) | coeficiente de variación 1.02 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | STABLE (+8) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),89,647,,,,BAYESIAN_WEIBULL_GRID,0.8,
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1018265_proveedor_local,"Proveedor Local, FRU MOTOR BRUSH SET (ELECTROCRAFT)",2022-08-02T22:40:00.000Z,2024-08-08T16:00:29.117Z,4,3,245.67,247.54,BAYESIAN_WEIBULL_GRID,DIRECT_HISTORY_ENOUGH,Suficiente historial propio (n=3 intervalos): se ajustó un Weibull bayesiano estable.,247.54,8.13,104.75,247.54,424.48,104.75,424.48,,,,4,3,0,1.48,,NO_DATA,,2025-04-13T04:58:05.117Z,DIRECT_HISTORY_ENOUGH,NO_MANUFACTURER_DATA,72,Media,3 intervalo(s) válidos (+10) | match por método débil (REF_LIKE) (+8) | asociación single (+12) | 24 meses de cobertura (+12) | coeficiente de variación 0.42 (+6) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | STABLE (+8) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),"Grid 60x120 (shape x scale), 3 intervalo(s) usados, prior centrado en 253 días (moderate).",DIRECT_HISTORY_ENOUGH,72,Media,3 intervalo(s) válidos (+10) | match por método débil (REF_LIKE) (+8) | asociación single (+12) | 24 meses de cobertura (+12) | coeficiente de variación 0.42 (+6) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | STABLE (+8) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),138,344,,,,BAYESIAN_WEIBULL_GRID,0.23,
Linac-151673,CLINICA ALEMANA DE SANTIAGO,1564298,Diaphragm/DLG PCB,2023-10-06T19:45:00.000Z,2024-06-27T11:00:00.000Z,4,3,88.33,87.24,BAYESIAN_WEIBULL_GRID,DIRECT_HISTORY_ENOUGH,Suficiente historial propio (n=3 intervalos): se ajustó un Weibull bayesiano estable.,87.24,2.87,18.48,87.24,227.14,18.48,227.14,,,,4,3,0,4.19,,NO_DATA,,2024-09-22T16:45:36.000Z,DIRECT_HISTORY_ENOUGH,NO_MANUFACTURER_DATA,64,Baja,3 intervalo(s) válidos (+10) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 9 meses de cobertura (+4) | coeficiente de variación 0.73 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | STABLE (+8) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),"Grid 60x120 (shape x scale), 3 intervalo(s) usados, prior centrado en 131 días (moderate).",DIRECT_HISTORY_ENOUGH,64,Baja,3 intervalo(s) válidos (+10) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 9 meses de cobertura (+4) | coeficiente de variación 0.73 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | STABLE (+8) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),16,138,,,,BAYESIAN_WEIBULL_GRID,0.19,
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1016476,Leaf motor spares kit,2024-01-22T03:00:00.000Z,2026-04-14T10:00:00.000Z,4,3,271.33,22,MEDIAN_INTERVAL,DIRECT_HISTORY_ENOUGH,"Suficiente historial propio (n=3), pero el ajuste Weibull no fue estable (posterior en el borde del grid) - se usa la mediana empírica.",22,0.72,10.8,22,631.6,10.8,631.6,,,,4,3,0,16.6,,NO_DATA,,2026-05-06T10:00:00.000Z,DIRECT_HISTORY_ENOUGH,NO_MANUFACTURER_DATA,68,Media,3 intervalo(s) válidos (+10) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 27 meses de cobertura (+12) | coeficiente de variación 1.64 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),,DIRECT_HISTORY_ENOUGH,68,Media,3 intervalo(s) válidos (+10) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 27 meses de cobertura (+12) | coeficiente de variación 1.64 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),8,784,,,,MEDIAN_INTERVAL,0.67,
Linac-109374,UC CHRISTUS - CECA,1534958,Leaf motor spares kit,2024-05-13T21:53:00.000Z,2026-06-27T17:25:00.000Z,4,3,258.33,107.79,BAYESIAN_WEIBULL_GRID,DIRECT_HISTORY_ENOUGH,Suficiente historial propio (n=3 intervalos): se ajustó un Weibull bayesiano estable.,107.79,3.54,6.06,107.79,612.75,6.06,612.75,,,,4,3,0,3.39,,NO_DATA,,2026-10-13T12:22:36.000Z,DIRECT_HISTORY_ENOUGH,NO_MANUFACTURER_DATA,72,Media,3 intervalo(s) válidos (+10) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 25 meses de cobertura (+12) | coeficiente de variación 1.44 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | STABLE (+8) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),"Grid 60x120 (shape x scale), 3 intervalo(s) usados, prior centrado en 82 días (moderate).",DIRECT_HISTORY_ENOUGH,72,Media,3 intervalo(s) válidos (+10) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 25 meses de cobertura (+12) | coeficiente de variación 1.44 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | STABLE (+8) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),18,687,,,,BAYESIAN_WEIBULL_GRID,0.63,
Linac-109374,UC CHRISTUS - CECA,1502613,Laser ODI Spares Kit,2024-05-17T20:39:00.000Z,2026-06-17T13:00:00.000Z,4,3,253.67,257.31,BAYESIAN_WEIBULL_GRID,DIRECT_HISTORY_ENOUGH,Suficiente historial propio (n=3 intervalos): se ajustó un Weibull bayesiano estable.,257.31,8.45,71.08,257.31,555.69,71.08,555.69,,,,4,3,0,1.42,,NO_DATA,,2027-03-01T20:26:24.000Z,DIRECT_HISTORY_ENOUGH,NO_MANUFACTURER_DATA,76,Media,3 intervalo(s) válidos (+10) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 25 meses de cobertura (+12) | coeficiente de variación 0.66 (+6) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | STABLE (+8) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),"Grid 60x120 (shape x scale), 3 intervalo(s) usados, prior centrado en 304 días (moderate).",DIRECT_HISTORY_ENOUGH,76,Media,3 intervalo(s) válidos (+10) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 25 meses de cobertura (+12) | coeficiente de variación 0.66 (+6) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | STABLE (+8) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),112,439,,,,BAYESIAN_WEIBULL_GRID,0.2,
Linac-109374,UC CHRISTUS - CECA,1564298,Diaphragm/DLG PCB,2024-06-24T23:26:00.000Z,2025-08-29T18:27:00.000Z,4,3,143.67,45,MEDIAN_INTERVAL,DIRECT_HISTORY_ENOUGH,"Suficiente historial propio (n=3), pero el ajuste Weibull no fue estable (posterior en el borde del grid) - se usa la mediana empírica.",45,1.48,9.8,45,317,9.8,317,,,,4,3,0,8.12,,NO_DATA,,2025-10-13T18:27:00.000Z,DIRECT_HISTORY_ENOUGH,NO_MANUFACTURER_DATA,64,Baja,3 intervalo(s) válidos (+10) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 14 meses de cobertura (+8) | coeficiente de variación 1.46 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),,DIRECT_HISTORY_ENOUGH,64,Baja,3 intervalo(s) válidos (+10) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 14 meses de cobertura (+8) | coeficiente de variación 1.46 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),1,385,,,,MEDIAN_INTERVAL,0.2,
INC-156473,Instituto Nacional del Cáncer (INC),1564298,Diaphragm/DLG PCB,2024-12-23T21:20:00.000Z,2026-06-05T21:04:00.000Z,4,3,176.33,172.52,BAYESIAN_WEIBULL_GRID,DIRECT_HISTORY_ENOUGH,Suficiente historial propio (n=3 intervalos): se ajustó un Weibull bayesiano estable.,172.52,5.67,41.67,172.52,395.72,41.67,395.72,,,,4,3,0,2.12,,NO_DATA,,2026-11-25T09:32:48.000Z,DIRECT_HISTORY_ENOUGH,NO_MANUFACTURER_DATA,68,Media,3 intervalo(s) válidos (+10) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 17 meses de cobertura (+8) | coeficiente de variación 0.73 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | STABLE (+8) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),"Grid 60x120 (shape x scale), 3 intervalo(s) usados, prior centrado en 169 días (moderate).",DIRECT_HISTORY_ENOUGH,68,Media,3 intervalo(s) válidos (+10) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 17 meses de cobertura (+8) | coeficiente de variación 0.73 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | STABLE (+8) | estimación de tipo DIRECT_HISTORY_ENOUGH (+6) | n=3 intervalos (<10) (-10),88,325,,,,BAYESIAN_WEIBULL_GRID,0.23,
Linac-151673,CLINICA ALEMANA DE SANTIAGO,1016474_usado,"KIT, SPARES, DLG BRAKE",2019-04-12T19:00:42.452Z,2022-05-09T16:15:00.000Z,3,2,561.5,622.4357142857142,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,622.44,20.45,,622.4357142857142,,,,0.286,0.714,same_client_same_part,3,2,0,0.59,,NO_DATA,,2024-01-22T02:48:36.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,36,Insuficiente,2 intervalo(s) válidos (+5) | match por método débil (REF_LIKE) (+8) | asociación single (+12) | 37 meses de cobertura (+12) | coeficiente de variación 0.75 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=2 intervalos (<10) (-10) | n=2 intervalos (<3) (-20),,LOW_N_SHRINKAGE,36,Insuficiente,2 intervalo(s) válidos (+5) | match por método débil (REF_LIKE) (+8) | asociación single (+12) | 37 meses de cobertura (+12) | coeficiente de variación 0.75 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=2 intervalos (<10) (-10) | n=2 intervalos (<3) (-20),264,859,,,,EMPIRICAL_BAYES_SHRINKAGE,0.1,
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1016476,Leaf motor spares kit,2019-06-12T15:30:25.140Z,2020-11-05T08:40:00.000Z,3,2,256,206.0285714285714,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,206.03,6.77,,206.0285714285714,,,,0.286,0.714,same_client_same_part,3,2,0,1.77,,NO_DATA,,2021-05-30T09:23:12.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,36,Insuficiente,2 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 17 meses de cobertura (+8) | coeficiente de variación 1.12 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=2 intervalos (<10) (-10) | n=2 intervalos (<3) (-20),,LOW_N_SHRINKAGE,36,Insuficiente,2 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 17 meses de cobertura (+8) | coeficiente de variación 1.12 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=2 intervalos (<10) (-10) | n=2 intervalos (<3) (-20),54,458,,,,EMPIRICAL_BAYES_SHRINKAGE,0.6,
Linac-152171,CLINICA ALEMANA DE SANTIAGO,45133304800,SL ELECTRON GUN ASSY,2019-06-21T15:00:00.000Z,2023-09-29T18:00:00.000Z,3,2,780.5,599.6214285714286,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,599.62,19.7,,599.6214285714286,,,,0.286,0.714,same_client_same_part,3,2,0,0.61,,NO_DATA,,2025-05-21T08:52:48.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,44,Baja,2 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 51 meses de cobertura (+12) | coeficiente de variación 0.46 (+6) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=2 intervalos (<10) (-10) | n=2 intervalos (<3) (-20),,LOW_N_SHRINKAGE,44,Baja,2 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 51 meses de cobertura (+12) | coeficiente de variación 0.46 (+6) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=2 intervalos (<10) (-10) | n=2 intervalos (<3) (-20),525,1036,,,,EMPIRICAL_BAYES_SHRINKAGE,0.29,
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1010848,"Mirror assembly, optics (Agility)",2019-05-31T19:30:00.000Z,2025-11-17T14:51:00.000Z,3,2,1181,757.4571428571428,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,757.46,24.88,,757.4571428571428,,,,0.286,0.714,same_client_same_part,3,2,0,0.48,,NO_DATA,,2027-12-15T01:53:24.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,48,Baja,2 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 78 meses de cobertura (+12) | coeficiente de variación 0.06 (+10) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=2 intervalos (<10) (-10) | n=2 intervalos (<3) (-20),,LOW_N_SHRINKAGE,48,Baja,2 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 78 meses de cobertura (+12) | coeficiente de variación 0.06 (+10) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=2 intervalos (<10) (-10) | n=2 intervalos (<3) (-20),1133,1229,,,,EMPIRICAL_BAYES_SHRINKAGE,0.33,
APOTECA-CHEMO,FUNDACION ARTURO LOPEZ PEREZ,019149,Annual Maintenance Kit,2020-06-03T12:30:00.000Z,2025-06-06T18:30:00.000Z,3,2,914.5,727.8142857142857,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,727.81,23.91,,727.8142857142857,,,,0.286,0.714,same_client_same_part,3,2,0,0.5,,NO_DATA,,2027-06-04T13:56:24.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,40,Baja,2 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 60 meses de cobertura (+12) | coeficiente de variación 0.81 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=2 intervalos (<10) (-10) | n=2 intervalos (<3) (-20),,LOW_N_SHRINKAGE,40,Baja,2 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 60 meses de cobertura (+12) | coeficiente de variación 0.81 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=2 intervalos (<10) (-10) | n=2 intervalos (<3) (-20),393,1436,,,,EMPIRICAL_BAYES_SHRINKAGE,0,
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1517657,"PCB ASSY, LEAF MOTOR DRIVE - 1 Only",2020-06-06T12:30:29.434Z,2023-05-05T11:00:00.000Z,3,2,531.5,383.5642857142857,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 29% de historial propio (n=2) y 71% de historial de cohorte (same_client_same_part).,383.56,12.6,,383.5642857142857,,,,0.286,0.714,same_client_same_part,3,2,0,0.95,,NO_DATA,,2024-05-23T00:26:24.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,40,Baja,2 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 35 meses de cobertura (+12) | coeficiente de variación 1.15 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=2 intervalos (<10) (-10) | n=2 intervalos (<3) (-20),,LOW_N_SHRINKAGE,40,Baja,2 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 35 meses de cobertura (+12) | coeficiente de variación 1.15 (+2) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=2 intervalos (<10) (-10) | n=2 intervalos (<3) (-20),98,965,,,,EMPIRICAL_BAYES_SHRINKAGE,0.94,
