ticket_custom_field_id,zendesk_ticket_id,field_id,field_value,extracted_at
74|46199043039259,74,46199043039259,,2026-08-06T07:59:40.903Z
74|49468052627483,74,49468052627483,,2026-08-06T07:59:40.903Z
74|50338064550299,74,50338064550299,,2026-08-06T07:59:40.903Z
74|50338094524571,74,50338094524571,,2026-08-06T07:59:40.903Z
74|51536708125979,74,51536708125979,,2026-08-06T07:59:40.903Z
74|53413823625115,74,53413823625115,,2026-08-06T07:59:40.903Z
74|53413857466651,74,53413857466651,,2026-08-06T07:59:40.903Z
74|53413889889179,74,53413889889179,,2026-08-06T07:59:40.903Z
74|53413889909659,74,53413889909659,,2026-08-06T07:59:40.903Z
74|53413906451867,74,53413906451867,,2026-08-06T07:59:40.903Z
74|53413906511387,74,53413906511387,,2026-08-06T07:59:40.903Z
85|22950764862363,85,22950764862363,,2026-08-06T07:59:40.903Z
85|22951106310811,85,22951106310811,dosisoft,2026-08-06T07:59:40.903Z
85|22986688179995,85,22986688179995,no,2026-08-06T07:59:40.903Z
85|23570126394907,85,23570126394907,,2026-08-06T07:59:40.903Z
85|34267608050075,85,34267608050075,,2026-08-06T07:59:40.903Z
85|39065204608155,85,39065204608155,,2026-08-06T07:59:40.903Z
85|40011436329115,85,40011436329115,,2026-08-06T07:59:40.903Z
85|43011722643739,85,43011722643739,,2026-08-06T07:59:40.903Z
85|43806479792155,85,43806479792155,,2026-08-06T07:59:40.903Z
85|43806495652507,85,43806495652507,,2026-08-06T07:59:40.903Z
85|46198959369371,85,46198959369371,,2026-08-06T07:59:40.903Z
85|46199043039259,85,46199043039259,,2026-08-06T07:59:40.903Z
85|49468052627483,85,49468052627483,,2026-08-06T07:59:40.903Z
85|50338064550299,85,50338064550299,,2026-08-06T07:59:40.903Z
85|50338094524571,85,50338094524571,,2026-08-06T07:59:40.903Z
85|51536708125979,85,51536708125979,,2026-08-06T07:59:40.903Z
85|53413823625115,85,53413823625115,,2026-08-06T07:59:40.903Z
85|53413857466651,85,53413857466651,,2026-08-06T07:59:40.903Z
85|53413889889179,85,53413889889179,,2026-08-06T07:59:40.903Z
85|53413889909659,85,53413889909659,,2026-08-06T07:59:40.903Z
85|53413906451867,85,53413906451867,,2026-08-06T07:59:40.903Z
85|53413906511387,85,53413906511387,,2026-08-06T07:59:40.903Z
61|22950764862363,61,22950764862363,,2026-08-06T07:59:40.903Z
61|22951106310811,61,22951106310811,mosaiq_sequencer,2026-08-06T07:59:40.903Z
61|22986688179995,61,22986688179995,no,2026-08-06T07:59:40.903Z
61|23570126394907,61,23570126394907,tarea,2026-08-06T07:59:40.903Z
61|34267608050075,61,34267608050075,,2026-08-06T07:59:40.903Z
61|39065204608155,61,39065204608155,,2026-08-06T07:59:40.903Z
61|40011436329115,61,40011436329115,,2026-08-06T07:59:40.903Z
61|43011722643739,61,43011722643739,,2026-08-06T07:59:40.903Z
61|43806479792155,61,43806479792155,,2026-08-06T07:59:40.903Z
61|43806495652507,61,43806495652507,,2026-08-06T07:59:40.903Z
61|46198959369371,61,46198959369371,,2026-08-06T07:59:40.903Z
61|46199043039259,61,46199043039259,,2026-08-06T07:59:40.903Z
61|49468052627483,61,49468052627483,,2026-08-06T07:59:40.903Z
61|50338064550299,61,50338064550299,,2026-08-06T07:59:40.903Z
61|50338094524571,61,50338094524571,,2026-08-06T07:59:40.903Z
