equipment_internal_id,client_name,dolibarr_ref,dolibarr_label,previous_event_date,current_event_date,interval_days,interval_months,previous_fieldbeat_task_id,current_fieldbeat_task_id,event_count_for_machine_part,association_confidence_score,match_confidence,interval_confidence_score,interval_confidence_label,interval_confidence_factors,interval_status
INC-156473,Instituto Nacional del Cáncer (INC),451362610003J,Belt - m/c 151270 onwards,,2025-07-17T16:16:00.000Z,,,,3190,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-156473,Instituto Nacional del Cáncer (INC),1023592,"PCB, LED ASSEMBLY - EIM",,2025-07-18T18:51:00.000Z,,,,3193,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1016422,SWITCH MICRO LEVER SS-5GL,,2025-07-25T20:30:00.000Z,,,,3206,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109374,UC CHRISTUS - CECA,1522567,RF output window,,2025-08-04T11:30:00.000Z,,,,3232,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1568178,SIB PCB,,2025-08-07T11:30:00.000Z,,,,3236,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201110,CLÍNICA SANATORIO ALEMÁN (ONCORAD),45133317853,"PCB, interconnect (C) (PCB 840A)",,2025-06-16T12:30:00.000Z,,,,3237,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1018874,"Diode, SI 1N416CM-D023",,2025-08-06T13:00:00.000Z,,,,3238,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109496,CLINICA ALEMANA DE SANTIAGO,45133318457,"PCB, level translator - LTU",,2025-08-18T11:30:00.000Z,,,,3250,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109496,CLINICA ALEMANA DE SANTIAGO,03-999-1002,HexaPOD™ evo controller 48 V evo,,2025-03-31T13:30:00.000Z,,,,3252,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1022378,"DIODE ASSY, FRU",2025-08-19T14:00:00.000Z,2026-04-10T12:30:00.000Z,234,7.69,3253,3647,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1531145,"Assy, Fan 70x70x15mm",,2025-08-12T15:30:00.000Z,,,,3267,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1565836,"KIT, SPARES, DLG BRAKE",2025-08-12T15:30:00.000Z,2026-06-02T16:27:00.000Z,294,9.66,3267,3729,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-156187,RADIO ONCOLOGÍA DEL SUR,1018559,"ASSY, BRACKET & FAN",,2025-08-22T20:50:00.000Z,,,,3268,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-156187,RADIO ONCOLOGÍA DEL SUR,1549816,"PUMP, LOWARA-FRU",2025-08-29T19:00:00.000Z,2025-09-11T20:00:00.000Z,13,0.43,3276,3298,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109496,CLINICA ALEMANA DE SANTIAGO,1531790,"X, Y check or coarse potentiometer (D SHAPE), lateral o longitudinal",,2025-09-03T20:32:00.000Z,,,,3279,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109496,CLINICA ALEMANA DE SANTIAGO,1531853,"Y and X-drive fine potentiometer （ DSHAPE ), Lateral and longitudinal",,2025-09-03T20:32:00.000Z,,,,3279,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109452,SERVICIO DE SALUD DE MAGALLANES,1534958,Leaf motor spares kit,,2025-09-05T17:00:00.000Z,,,,3290,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-1,CLÍNICA LAS CONDES,1567908,KV DCB Control Board,,2025-09-09T16:41:00.000Z,,,,3293,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-1,CLÍNICA LAS CONDES,1567203,"Prog, pcb assy, MTU",,2025-09-09T16:41:00.000Z,,,,3293,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1572991,FRU Z MTR BRUSH SET (E'CRAFT),,2025-10-01T15:35:00.000Z,,,,3311,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201110,CLÍNICA SANATORIO ALEMÁN (ONCORAD),1564298,Diaphragm/DLG PCB,,2025-10-02T19:00:00.000Z,,,,3318,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109452,SERVICIO DE SALUD DE MAGALLANES,1531853,"Y and X-drive fine potentiometer （ DSHAPE ), Lateral and longitudinal",2025-10-10T18:30:00.000Z,2025-10-22T20:00:00.000Z,12,0.4,3331,3354,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109452,SERVICIO DE SALUD DE MAGALLANES,1531790,"X, Y check or coarse potentiometer (D SHAPE), lateral o longitudinal",,2025-10-22T20:00:00.000Z,,,,3354,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1549950,"HHC kit,Synergy/Infinity",,2025-10-24T18:26:00.000Z,,,,3357,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109256,UC CHRISTUS - SCA,1565836,"KIT, SPARES, DLG BRAKE",,2025-10-25T23:40:00.000Z,,,,3359,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109256,UC CHRISTUS - SCA,1565835,"KIT, SPARES, DIAPHRAGM BRAKE",,2025-10-25T23:40:00.000Z,,,,3359,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-156473,Instituto Nacional del Cáncer (INC),1549950,"HHC kit,Synergy/Infinity",,2025-11-07T13:05:00.000Z,,,,3370,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1565835,"KIT, SPARES, DIAPHRAGM BRAKE",2025-11-07T21:42:00.000Z,2026-06-02T16:27:00.000Z,207,6.79,3371,3729,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-156187,RADIO ONCOLOGÍA DEL SUR,1018265_proveedor_local,"Proveedor Local, FRU MOTOR BRUSH SET (ELECTROCRAFT)",,2025-11-10T11:38:00.000Z,,,,3373,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1557545,"Camera, DX9",,2025-11-17T14:51:00.000Z,,,,3390,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1011030,"Lens, Collimator",,2025-11-17T14:51:00.000Z,,,,3390,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1564361,"Programmed PCB Assy, Router",,2025-11-17T14:51:00.000Z,,,,3390,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1564169,"Kit, Luminus proj assy and PCB assy, LED control",,2025-11-17T14:51:00.000Z,,,,3390,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1565768,"(CCU) PCB ASSY, CAM CID8726DX9 AGI",,2025-11-17T14:51:00.000Z,,,,3390,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
