equipment_internal_id,client_name,dolibarr_ref,dolibarr_label,previous_event_date,current_event_date,interval_days,interval_months,previous_fieldbeat_task_id,current_fieldbeat_task_id,event_count_for_machine_part,association_confidence_score,match_confidence,interval_confidence_score,interval_confidence_label,interval_confidence_factors,interval_status
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1527814,"PSU, ION PUMP",2023-02-27T09:30:00.000Z,2023-09-02T13:00:00.000Z,187,6.15,1860,2127,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1022473,Bending Magnet Assembly Repair Kit,,2022-01-06T11:30:00.000Z,,,,1336,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1024939,"ASSY, 40X40X10MM FAN, HEATSINK",2022-01-12T00:00:00.000Z,2022-10-16T16:00:00.000Z,278,9.12,1338,1669,5,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1024939,"ASSY, 40X40X10MM FAN, HEATSINK",2022-10-16T16:00:00.000Z,2023-02-27T09:30:00.000Z,134,4.39,1669,1860,5,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1024939,"ASSY, 40X40X10MM FAN, HEATSINK",2023-02-27T09:30:00.000Z,2023-10-30T13:00:00.000Z,245,8.05,1860,2190,5,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1024939,"ASSY, 40X40X10MM FAN, HEATSINK",2023-10-30T13:00:00.000Z,2024-11-06T21:31:00.000Z,373,12.27,2190,2716,5,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1531848,X-drive subassembly （D- SHAPE）,,2022-03-11T01:04:00.000Z,,,,1401,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-151238,RADIO NUCLEAR,45133904654,"PCB ASY, MOTOR DRIVE",,2022-03-28T12:00:00.000Z,,,,1422,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1024939,"ASSY, 40X40X10MM FAN, HEATSINK",,2022-04-01T17:11:00.000Z,,,,1424,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1502613,Laser ODI Spares Kit,2022-04-01T17:11:00.000Z,2023-09-29T16:18:00.000Z,546,17.94,1424,2151,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1016474_usado,"KIT, SPARES, DLG BRAKE",,2022-04-13T23:30:00.000Z,,,,1437,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1010848,"Mirror assembly, optics (Agility)",2022-04-13T23:37:00.000Z,2022-06-30T17:19:00.000Z,78,2.55,1438,1528,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1010848,"Mirror assembly, optics (Agility)",2022-06-30T17:19:00.000Z,2023-07-11T14:27:00.000Z,376,12.35,1528,2050,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-151238,RADIO NUCLEAR,45133903544_Iss.04,Servo input board (SIB),2022-04-27T15:16:00.000Z,2022-04-27T15:33:00.000Z,0,0,1457,1458,2,85,0.5,85,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-INFINITY01,Instituto Nacional del Cáncer (INC),45133308530,"New fast tune magnetron, MG6370",,2022-06-03T21:43:00.000Z,,,,1505,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1549816,"PUMP, LOWARA-FRU",,2022-06-03T21:43:00.000Z,,,,1505,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1527814,"PSU, ION PUMP",2022-06-17T20:45:00.000Z,2026-04-20T14:30:00.000Z,1403,46.08,1516,3665,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-201110,CLÍNICA SANATORIO ALEMÁN (ONCORAD),1006059,"FRU, DOSE BOARD",,2022-06-18T13:00:00.000Z,,,,1522,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1017632_usado,PCB ASSY CAMERA CCU,,2022-06-30T17:19:00.000Z,,,,1528,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1535807,FCO Mod-kit “Transformer T2 and NTC”,,2022-07-15T20:30:00.000Z,,,,1544,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,45133317850,"FRU PWB 812,825A,830A (User Interface Lado A)",,2022-07-15T20:30:00.000Z,,,,1544,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),45133165177,THYRATRON e2v CX1154L,,2022-07-14T21:30:00.000Z,,,,1545,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1505856,"MRT 23871 KV GENERATOR,400V",,2022-07-29T12:00:00.000Z,,,,1555,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1018265_proveedor_local,"Proveedor Local, FRU MOTOR BRUSH SET (ELECTROCRAFT)",2022-08-02T22:40:00.000Z,2023-04-14T18:04:00.000Z,255,8.37,1562,1928,4,85,0.5,85,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1018265_proveedor_local,"Proveedor Local, FRU MOTOR BRUSH SET (ELECTROCRAFT)",2023-04-14T18:04:00.000Z,2023-08-30T20:30:00.000Z,138,4.54,1928,2123,4,85,0.5,85,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1018265_proveedor_local,"Proveedor Local, FRU MOTOR BRUSH SET (ELECTROCRAFT)",2023-08-30T20:30:00.000Z,2024-08-08T16:00:29.117Z,344,11.29,2123,2588,4,85,0.5,85,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1549816,"PUMP, LOWARA-FRU",,2022-08-08T17:30:00.000Z,,,,1573,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,1026565,Temperature controller,,2022-08-09T03:02:00.000Z,,,,1575,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1549509_FCO,"Modkit, IntegrityTM R4.0 for IntegrityTM R3.2_FCO",,2022-08-12T19:00:00.000Z,,,,1579,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1514986,ASSY DIAPHAGM PCB,,2022-08-12T19:00:00.000Z,,,,1579,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1539233_FCO,NSS 4.0 Upgrade ModKit_FCO,,2022-08-12T19:00:00.000Z,,,,1579,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201172,INRAD,1018265_proveedor_local,"Proveedor Local, FRU MOTOR BRUSH SET (ELECTROCRAFT)",2022-08-25T14:00:00.000Z,2024-03-20T19:50:00.000Z,573,18.83,1592,2374,2,85,0.5,85,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-INFINITY01,Instituto Nacional del Cáncer (INC),45133304800,SL ELECTRON GUN ASSY,2022-09-07T23:58:00.000Z,2023-09-29T16:18:00.000Z,387,12.7,1611,2151,2,100,0.85,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,45133308530,"New fast tune magnetron, MG6370",,2022-09-09T11:00:00.000Z,,,,1620,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,45133165177,THYRATRON e2v CX1154L,2022-09-09T11:00:00.000Z,2023-10-30T13:00:00.000Z,416,13.67,1620,2190,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1514986,ASSY DIAPHAGM PCB,,2022-09-22T12:30:00.000Z,,,,1631,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1018265_proveedor_local,"Proveedor Local, FRU MOTOR BRUSH SET (ELECTROCRAFT)",2022-10-17T13:00:00.000Z,2024-05-10T22:00:00.000Z,571,18.77,1671,2453,2,85,0.5,85,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-151673,CLINICA ALEMANA DE SANTIAGO,1522567,RF output window,,2022-10-14T11:00:00.000Z,,,,1672,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-151673,CLINICA ALEMANA DE SANTIAGO,1515098,ION PUMP - SPARE,2022-10-14T11:00:00.000Z,2023-10-06T19:45:00.000Z,357,11.74,1672,2163,2,78,1,78,Media,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1505146,"PCB ASSEMBLY, CITB",,2022-10-24T12:18:00.000Z,,,,1681,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1546731,"Contactor (CON A), 24V, 50Hz, 50 A, Siemens 3RT 1036-1AB00",,2022-10-24T12:18:00.000Z,,,,1681,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1556287,"KIT, SPARES, DIAPHRAGM BRAKE",,2022-10-25T19:30:00.000Z,,,,1683,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1534191,"Thumbwheel PWB Side A MKII, VersaHD",,2022-10-28T12:30:00.000Z,,,,1698,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1534195,"Thumbwheel PWB Side B MKII, VersaHD",,2022-10-28T12:30:00.000Z,,,,1698,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1016984,FRU ISO ROTATION BRAKE,,2022-10-26T20:30:00.000Z,,,,1704,1,55,1,55,Baja,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-151673,CLINICA ALEMANA DE SANTIAGO,1016984,FRU ISO ROTATION BRAKE,,2022-10-26T20:30:00.000Z,,,,1704,1,55,1,55,Baja,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,45133903384,"PCB, auxiliary power supply",,2022-11-05T11:00:00.000Z,,,,1706,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201110,CLÍNICA SANATORIO ALEMÁN (ONCORAD),1020469,"PCB ASSEMBLY, DOSE A BMEI",,2022-11-11T21:00:00.000Z,,,,1720,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201110,CLÍNICA SANATORIO ALEMÁN (ONCORAD),1511693,CHARGING HIGH VOLTAGE CABLE,,2022-11-10T15:00:00.000Z,,,,1722,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1024129,Agility pixel calibration tool,,2022-11-14T11:39:00.000Z,,,,1724,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1541718,"FRU, Pancake Motor Assembly",,2022-11-16T13:00:00.000Z,,,,1728,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1022378,"DIODE ASSY, FRU",,2022-11-18T21:30:00.000Z,,,,1737,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1016478,"KIT, SPARES, LEAF MOULDED",2022-11-26T11:30:00.000Z,2023-05-05T11:00:00.000Z,160,5.26,1745,1968,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1016478,"KIT, SPARES, LEAF MOULDED",2023-05-05T11:00:00.000Z,2023-05-27T13:00:00.000Z,22,0.73,1968,2025,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-201110,CLÍNICA SANATORIO ALEMÁN (ONCORAD),1535987,"FRU, DOSE BOARD",,2022-12-07T15:00:00.000Z,,,,1759,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1010848,"Mirror assembly, optics (Agility)",2022-12-15T12:00:00.000Z,2025-06-05T17:37:00.000Z,903,29.67,1768,3103,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1010848,"Mirror assembly, optics (Agility)",2022-12-20T17:00:00.000Z,2023-05-27T13:00:00.000Z,158,5.19,1773,2025,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1538094,"CONTROL BOARD,KV GEN,SHFR400",,2022-11-30T18:00:00.000Z,,,,1774,1,100,0.85,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),45133502026_usado,X-ray tube (MR),,2022-11-30T18:00:00.000Z,,,,1774,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-105157,TORRE MÉDICA - RANCAGUA,45133308034,"Magnetron, MG6363",,2022-04-11T14:00:00.000Z,,,,1779,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,45133318520,"PCB 1, MkI,side A, switches & LEDs",,2023-01-11T20:48:00.000Z,,,,1799,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-1,CLÍNICA LAS CONDES,1024939,"ASSY, 40X40X10MM FAN, HEATSINK",2023-01-25T11:30:00.000Z,2025-05-20T17:26:00.000Z,846,27.8,1818,3068,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1551103,"MOD KIT, DISC SPRING GANTRY (fco)",,2023-02-03T11:00:00.000Z,,,,1828,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,45133407315,Monitor 19 TFT Fascia Lado A y B,,2023-02-16T20:00:00.000Z,,,,1845,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,261308039505J,Seal BS1806/223 o ring Viton,,2023-02-27T09:30:00.000Z,,,,1860,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1513849,RF input window spares kit (Gun),,2023-02-27T09:30:00.000Z,,,,1860,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,4513330223101R,Pressure gauge,,2023-03-17T19:33:00.000Z,,,,1883,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1534191,"Thumbwheel PWB Side A MKII, VersaHD",,2023-04-18T22:30:00.000Z,,,,1935,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
HDR_10806,CLÍNICA SANATORIO ALEMÁN (ONCORAD),106931-00,Opto Interface Board,,2023-04-21T12:30:00.000Z,,,,1943,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1534583,"CCP MGMT COMP, HP Z2 MINI G4",,2023-05-05T11:00:00.000Z,,,,1968,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
APOTECA-CHEMO,FUNDACION ARTURO LOPEZ PEREZ,2279013,Manual Barcode reader APOTECAchemo,,2023-05-11T12:30:00.000Z,,,,1970,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,03-999-1141,Clamp modifications,,2023-05-11T19:30:00.000Z,,,,1971,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1006737_usado,SIB PCB,,2023-05-11T23:30:00.000Z,,,,1972,1,47,0.5,47,Baja,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,4513341185001U,"Cable Assy, Pl9 to S",,2023-05-13T12:00:00.000Z,,,,1976,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1006737_usado,SIB PCB,,2023-06-16T10:30:00.000Z,,,,2017,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,4513316442301M,FILTER ELEMENT 5 MICRON,,2023-05-12T16:00:00.000Z,,,,2024,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1534908,Y1 Leaf Drive Module (Target),,2023-05-27T13:00:00.000Z,,,,2025,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1011030,"Lens, Collimator",,2023-05-27T13:00:00.000Z,,,,2025,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,R1510261,"DETECTOR,XRD,1640, AL5 IVIEW",,2023-05-27T13:00:00.000Z,,,,2025,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1557545,"Camera, DX9",,2023-05-27T13:00:00.000Z,,,,2025,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1010260,BEAM SPLITTER MIRROR,,2023-05-27T13:00:00.000Z,,,,2025,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-152171,CLINICA ALEMANA DE SANTIAGO,451362610003J,Belt - m/c 151270 onwards,,2023-06-30T21:00:00.000Z,,,,2041,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1551103,"MOD KIT, DISC SPRING GANTRY (fco)",,2023-06-30T23:00:00.000Z,,,,2042,1,55,1,55,Baja,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-151673,CLINICA ALEMANA DE SANTIAGO,1551103,"MOD KIT, DISC SPRING GANTRY (fco)",,2023-06-30T23:00:00.000Z,,,,2042,1,55,1,55,Baja,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-152171,CLINICA ALEMANA DE SANTIAGO,45133501070,HANDHELD CONTROLLER,,2023-07-03T16:15:00.000Z,,,,2044,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1507972,"PCB assy ODI,Voltage Regulator PCB Assy",,2023-07-11T14:27:00.000Z,,,,2050,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-2,CLÍNICA LAS CONDES,1023530,ARM CONTROL BOARD (ACB) - IViEWGT,,2023-06-28T14:16:00.000Z,,,,2053,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1500998,Projector Assy Quad LED,,2023-07-15T16:39:00.000Z,,,,2054,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1551103,"MOD KIT, DISC SPRING GANTRY (fco)",,2023-07-15T13:00:00.000Z,,,,2055,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
HDR_10806,CLÍNICA SANATORIO ALEMÁN (ONCORAD),080140,Fiber optic for indexer,2023-07-05T21:00:00.000Z,2025-06-23T12:30:00.000Z,719,23.61,2056,3132,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
CLC-2,CLÍNICA LAS CONDES,1512130,PCB ASSY RELAY OUT - ROC,,2023-07-21T14:30:00.000Z,,,,2059,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-2,CLÍNICA LAS CONDES,1008517,MTU PCB 1553 - XVI only,,2023-07-21T14:30:00.000Z,,,,2059,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,45133411846,"CABLE ASSY, PL5 TO SK5A",,2023-07-22T13:00:00.000Z,,,,2066,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),4513316442301M,FILTER ELEMENT 5 MICRON,2023-07-28T20:24:00.000Z,2024-01-25T11:30:00.000Z,181,5.93,2071,2305,3,93,1,93,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
